,stand,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
2352,L,0,1,0,1,1,190420_222659,2413.0,2,1,0,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
1443,L,0,1,0,2,4,190602_183209,2425.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
1305,R,0,0,1,1,5,190609_033751,2506.0,6,0,4,Standard,Standard,0,3_2,fb:1_sb:0_tb:0
2632,L,0,0,0,1,2,190403_001324,2434.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
804,R,0,0,0,0,3,190706_205949,2419.0,5,0,4,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1238,L,0,0,0,2,3,190614_234248,2420.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2697,R,0,0,0,1,6,190328_182934,2637.0,3,1,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
1132,R,0,0,0,1,3,190619_234643,2435.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
514,L,0,0,0,2,4,190829_001935,2421.0,5,1,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
1151,L,0,0,0,1,2,190619_232525,2470.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1477,R,0,0,1,2,2,190602_174729,2240.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1302,R,0,0,1,2,5,190609_033922,2387.0,2,0,4,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
1561,L,0,0,0,0,3,190527_174600,2447.0,8,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
1295,R,0,0,0,1,6,190609_035016,2451.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
893,L,0,0,0,0,5,190630_183235,1436.0,5,0,1,Strategic,Standard,0,1_2,fb:0_sb:0_tb:0
882,R,0,0,0,0,6,190630_184607,2633.0,5,0,1,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
2662,L,0,0,1,1,8,190328_190945,1762.0,3,1,0,Infield shift,Standard,1,0_2,fb:1_sb:0_tb:0
834,L,0,1,0,1,1,190706_201110,2340.0,3,0,0,Strategic,Strategic,1,1_1,fb:0_sb:1_tb:0
260,L,0,0,0,2,3,190913_235220,2448.0,2,0,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
988,L,0,0,0,2,6,190626_005247,2624.0,2,1,6,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
305,R,0,0,0,0,1,190913_230636,2508.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
405,R,0,0,0,0,1,190908_173722,2439.0,2,0,2,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
1534,R,0,0,1,1,4,190527_180724,2470.0,4,1,0,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
677,R,0,0,1,2,4,190725_211943,2501.0,4,1,0,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
934,L,0,1,0,2,2,190630_173838,2391.0,2,0,0,Standard,Standard,0,1_0,fb:0_sb:1_tb:0
287,L,0,0,1,0,2,190913_232510,2396.0,1,0,0,Infield shift,Standard,1,0_0,fb:1_sb:0_tb:0
2071,L,0,1,1,2,6,190502_005121,2521.0,3,3,1,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
829,L,0,1,0,1,1,190706_201408,2378.0,8,0,0,Strategic,Standard,1,3_2,fb:0_sb:1_tb:0
1156,R,1,0,0,2,1,190619_231443,2400.0,6,0,0,Standard,Standard,1,3_2,fb:0_sb:0_tb:1
517,L,0,0,0,2,4,190829_001814,1500.0,2,1,5,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
2131,R,0,0,0,2,2,190501_233326,2422.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
13,R,0,0,0,0,6,190925_005307,2660.0,2,4,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1533,R,0,0,1,1,4,190527_180806,1576.0,5,1,0,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
1840,L,0,0,0,1,6,190512_025809,1410.0,5,2,0,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
554,R,0,0,0,1,3,190828_235240,2519.0,2,0,5,Standard,Strategic,1,0_1,fb:0_sb:0_tb:0
2113,R,0,1,0,0,4,190501_235855,2456.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
1593,R,0,0,1,1,1,190527_171237,2377.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2670,L,0,0,0,1,8,190328_190619,2460.0,2,1,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
1365,R,0,0,0,1,1,190609_022805,1477.0,7,0,1,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
1761,L,0,0,1,0,4,190518_001230,2408.0,3,3,2,Infield shift,Standard,1,0_2,fb:1_sb:0_tb:0
1071,L,0,0,0,0,7,190620_010446,2612.0,4,0,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2216,R,0,0,0,1,4,190426_235627,2433.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1181,R,0,0,0,1,7,190615_005621,1590.0,5,2,5,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
931,L,0,1,0,2,2,190630_174011,2407.0,5,0,0,Standard,Strategic,0,2_2,fb:0_sb:1_tb:0
1858,R,0,0,1,1,5,190512_024300,2385.0,4,2,0,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
2133,R,0,0,0,1,2,190501_233226,2339.0,4,3,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
448,R,0,1,1,0,4,190904_000130,2700.0,1,0,1,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
2053,R,1,0,1,1,7,190502_011241,2112.0,2,3,1,Standard,Standard,1,1_0,fb:1_sb:0_tb:1
2390,L,0,0,0,0,7,190414_191422,2490.0,2,3,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
946,L,0,0,0,0,2,190630_173321,2698.0,3,0,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1405,L,0,0,0,2,6,190602_190908,1421.0,4,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
359,R,0,0,0,1,3,190908_181558,2281.0,4,1,4,Strategic,Standard,0,1_2,fb:0_sb:0_tb:0
758,R,0,0,1,1,6,190706_215453,2435.0,1,0,4,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
398,L,0,0,0,2,1,190908_173952,2360.0,1,0,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1408,L,0,0,0,2,6,190602_190814,1513.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
163,L,0,0,0,0,4,190918_181419,1334.0,3,1,0,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1680,R,0,0,0,1,2,190522_234143,2507.0,2,0,1,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
2370,R,0,1,0,1,8,190414_193906,2440.0,3,3,3,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
531,L,0,0,0,0,4,190829_001236,2849.0,1,1,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
1419,L,0,0,0,0,6,190602_190402,2645.0,1,1,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1501,R,0,1,0,1,6,190527_184430,2640.0,3,1,2,Standard,Standard,1,1_1,fb:0_sb:1_tb:0
2627,R,0,0,0,2,2,190403_001542,2540.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
158,R,0,0,0,2,4,190918_181623,2435.0,3,1,0,Infield shift,Standard,0,2_0,fb:0_sb:0_tb:0
1054,R,0,0,0,0,1,190625_232537,2461.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
98,L,0,0,0,0,1,190924_230641,2892.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
191,L,0,0,0,1,2,190918_174415,1705.0,2,0,0,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
895,L,0,0,0,0,5,190630_183149,2504.0,3,0,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
476,L,0,0,0,1,2,190903_232619,2513.0,1,0,1,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
1739,L,0,0,0,0,5,190518_003539,2636.0,6,3,2,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
2176,R,0,1,0,0,7,190427_004122,2478.0,4,1,2,Standard,Standard,1,2_1,fb:0_sb:1_tb:0
2284,L,0,1,0,1,5,190420_234303,2727.0,1,4,3,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
935,L,0,1,0,2,2,190630_173814,2449.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
2342,R,0,0,1,0,2,190420_224245,2454.0,1,2,0,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
2529,L,0,0,0,0,3,190407_180808,2344.0,1,1,5,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1190,L,0,0,0,2,6,190615_003844,2451.0,2,2,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2194,R,0,0,0,0,6,190427_002556,2584.0,1,1,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2519,R,0,0,1,1,3,190407_181230,2489.0,3,1,5,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
1836,R,0,0,0,2,6,190512_025931,2263.0,4,2,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1896,R,0,0,1,2,3,190512_020313,2303.0,2,0,0,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
806,R,0,0,0,0,3,190706_205906,2487.0,3,0,4,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
903,L,0,0,0,2,4,190630_181525,2680.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2730,R,0,0,1,2,3,190328_174447,2275.0,1,1,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1796,L,0,0,0,1,2,190517_233102,1356.0,5,1,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
1149,L,0,0,0,1,2,190619_232558,1378.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
807,R,0,0,0,0,3,190706_205847,,2,0,4,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1381,R,0,1,0,1,8,190602_195835,2554.0,8,1,4,Standard,Standard,0,3_2,fb:0_sb:1_tb:0
890,L,0,0,0,1,5,190630_183349,2411.0,3,0,1,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
1950,R,0,0,1,1,6,190507_014903,2586.0,1,2,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1147,L,0,0,0,1,2,190619_232650,2440.0,7,0,0,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1614,R,0,1,1,2,5,190523_004836,2501.0,2,0,1,Standard,Standard,0,0_1,fb:1_sb:1_tb:0
1270,L,0,0,0,1,1,190614_230716,2536.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
290,R,0,0,1,2,1,190913_231412,,4,0,0,Standard,Standard,1,2_1,fb:1_sb:0_tb:0
1493,R,0,0,0,0,1,190602_173224,2403.0,4,0,1,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
2402,R,0,0,0,0,6,190414_190027,2737.0,1,3,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
27,L,0,0,0,0,5,190925_003704,1576.0,4,4,2,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
590,R,0,0,0,2,4,190823_003955,2342.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
2518,R,0,0,1,1,3,190407_181254,2438.0,4,1,5,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
623,R,1,0,1,2,2,190823_000100,2261.0,4,0,2,Standard,Standard,0,1_2,fb:1_sb:0_tb:1
766,L,0,0,0,0,6,190706_215130,2439.0,2,0,4,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
2196,R,0,0,0,2,5,190427_001656,2225.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1213,L,0,0,0,2,5,190615_001836,1695.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2722,L,0,0,0,1,4,190328_180113,1613.0,1,1,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
662,R,0,0,1,1,5,190725_213710,2281.0,3,3,0,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
2206,L,0,0,0,1,5,190427_001246,2653.0,1,0,2,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
731,L,0,0,0,2,1,190725_201020,2441.0,3,0,0,Strategic,Standard,1,1_1,fb:0_sb:0_tb:0
1426,R,0,0,0,1,5,190602_184858,2451.0,2,1,2,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
1387,R,0,1,0,1,8,190602_195539,2580.0,2,1,4,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
331,R,1,1,0,2,4,190908_184050,2209.0,2,1,4,Standard,Standard,0,1_0,fb:0_sb:1_tb:1
1537,R,0,0,1,1,4,190527_180529,2382.0,1,1,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2768,L,0,0,0,0,1,190328_170732,2545.0,2,0,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
954,R,0,0,0,1,1,190630_172401,2310.0,3,0,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
178,L,0,0,0,1,3,190918_175822,2426.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
440,R,0,0,0,1,4,190904_000632,2554.0,3,4,1,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1522,R,0,0,0,2,5,190527_182231,2720.0,5,1,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2346,R,0,0,0,0,2,190420_224050,2552.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2680,L,0,0,0,2,7,190328_185043,2552.0,5,1,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1733,R,0,0,1,0,5,190518_003853,2261.0,6,3,2,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
2436,R,0,0,1,0,3,190414_181213,2626.0,1,2,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1545,L,0,1,0,2,3,190527_175229,2299.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2141,R,1,1,0,1,1,190501_231413,2349.0,1,1,0,Strategic,Standard,1,0_0,fb:0_sb:1_tb:1
1157,R,1,0,0,2,1,190619_231408,2459.0,5,0,0,Standard,Standard,1,3_1,fb:0_sb:0_tb:1
680,R,0,0,1,2,4,190725_211752,2376.0,1,1,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
632,L,0,1,0,1,2,190822_235609,2290.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1816,R,0,0,1,0,1,190517_230654,2469.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1513,L,0,0,0,0,6,190527_183759,2667.0,3,1,2,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
2074,R,0,1,1,1,6,190502_004852,2361.0,3,3,1,Standard,Standard,1,0_2,fb:1_sb:1_tb:0
138,L,0,0,0,2,5,190918_183621,2452.0,5,2,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1699,R,0,0,1,0,1,190522_232302,2514.0,5,0,1,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
360,R,0,0,0,1,3,190908_181536,2288.0,3,1,4,Strategic,Standard,0,1_1,fb:0_sb:0_tb:0
115,R,0,0,0,1,7,190918_192154,2433.0,5,2,1,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
262,L,0,0,0,1,3,190913_235131,2536.0,4,0,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
2744,R,0,0,0,2,2,190328_173042,2584.0,4,1,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
779,R,0,0,0,0,5,190706_213520,2391.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
205,L,0,0,0,0,1,190918_172849,2459.0,5,0,0,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
1495,R,0,0,0,0,1,190602_173148,2401.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1241,L,0,0,0,1,3,190614_234120,2585.0,4,1,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1952,L,0,0,0,1,6,190507_014754,1653.0,4,2,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
473,L,0,0,0,1,2,190903_232718,1463.0,4,0,1,Strategic,Standard,1,1_2,fb:0_sb:0_tb:0
1286,L,0,0,0,0,7,190609_040708,2518.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1655,R,0,0,0,0,4,190523_001029,2542.0,5,0,1,Standard,Standard,0,3_1,fb:0_sb:0_tb:0
280,R,0,1,1,0,2,190913_232812,2464.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
2124,L,0,0,0,0,3,190501_234501,2435.0,6,3,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
1454,L,0,0,0,0,4,190602_182521,2574.0,5,0,2,Infield shift,Standard,0,3_1,fb:0_sb:0_tb:0
185,R,0,0,0,2,2,190918_174647,2656.0,4,0,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1121,R,0,0,1,2,3,190619_235314,2374.0,4,0,1,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
1713,L,0,1,0,1,6,190518_010947,2468.0,5,3,2,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
570,L,0,0,0,0,2,190828_233623,2855.0,2,0,5,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
628,R,1,0,1,1,2,190822_235810,2347.0,3,0,2,Standard,Standard,0,0_2,fb:1_sb:0_tb:1
2008,R,1,1,0,1,2,190507_002528,2482.0,6,1,2,Strategic,Standard,0,2_2,fb:0_sb:1_tb:1
308,R,0,0,0,0,1,190913_230547,2463.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1179,R,0,0,0,2,7,190615_005720,2289.0,1,2,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
106,L,0,1,0,2,7,190918_192646,1355.0,4,2,1,Standard,Standard,0,2_1,fb:0_sb:1_tb:0
961,R,0,0,1,1,8,190626_012355,2460.0,5,1,6,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
1639,R,0,1,1,1,4,190523_001856,2456.0,4,0,1,Standard,Standard,0,1_2,fb:1_sb:1_tb:0
1682,R,0,0,0,0,2,190522_234048,2474.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2659,R,0,0,0,0,1,190402_234648,2665.0,2,0,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
1718,L,0,0,1,0,6,190518_010644,1503.0,4,3,2,Infield shift,Standard,1,1_2,fb:1_sb:0_tb:0
2559,R,0,0,1,0,1,190407_171946,2441.0,2,0,0,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
2170,L,0,0,1,1,7,190427_004502,2491.0,2,2,2,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
1393,R,0,0,0,2,7,190602_192954,2460.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1674,R,0,0,0,1,3,190522_235055,2451.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1777,R,0,0,0,0,3,190517_234907,2430.0,4,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
1436,R,0,1,1,2,4,190602_183601,2476.0,3,1,2,Standard,Strategic,0,0_2,fb:1_sb:1_tb:0
1643,R,0,1,0,1,4,190523_001637,2460.0,9,0,1,Standard,Standard,0,3_2,fb:0_sb:1_tb:0
919,R,0,0,0,1,3,190630_175249,2384.0,3,0,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1617,R,0,0,1,2,5,190523_004700,2584.0,6,0,1,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
2073,L,0,1,1,2,6,190502_005024,2556.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
1790,L,0,0,0,1,2,190517_233426,2499.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2706,R,0,0,0,1,5,190328_181737,2334.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
338,L,0,0,1,1,4,190908_183641,2772.0,1,1,4,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
604,L,1,0,0,2,3,190823_002144,2434.0,7,1,2,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:1
733,L,0,0,0,2,1,190725_200940,2746.0,1,0,0,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
1276,L,0,0,0,2,7,190609_041103,2715.0,3,0,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
28,L,0,0,0,0,5,190925_003640,1322.0,3,4,2,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
826,R,0,1,1,1,1,190706_201625,2292.0,3,0,0,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
2658,R,0,0,1,0,1,190402_234725,2340.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2064,R,0,0,0,0,7,190502_010558,1499.0,4,3,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
722,L,0,0,0,2,2,190725_202316,2396.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
