,stand,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
1844,L,0,0,0,1,6,190512_025635,2458.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1634,R,0,0,1,0,5,190523_003821,2362.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1915,R,0,1,1,0,2,190512_014533,2493.0,3,0,0,Standard,Standard,0,0_2,fb:1_sb:1_tb:0
1817,L,0,0,0,0,1,190517_230612,2434.0,4,0,0,Infield shift,Standard,1,3_0,fb:0_sb:0_tb:0
2413,R,0,0,0,2,4,190414_183730,2421.0,4,3,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
635,L,0,0,0,1,2,190822_235430,2471.0,2,0,2,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
591,R,0,0,0,2,4,190823_003932,2503.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
706,R,0,0,0,1,3,190725_204631,2314.0,4,0,0,Strategic,Strategic,1,3_0,fb:0_sb:0_tb:0
1068,L,0,1,0,0,7,190620_010627,2639.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
416,L,0,0,0,1,6,190904_003725,2386.0,3,4,1,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
1043,R,0,1,0,1,1,190625_233050,2233.0,3,0,0,Standard,Standard,0,0_2,fb:0_sb:1_tb:0
382,L,0,0,0,1,2,190908_175556,2377.0,3,0,3,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
2760,R,0,0,0,1,1,190328_171036,2328.0,7,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
2425,L,0,0,0,0,4,190414_183254,2509.0,4,3,3,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
2767,L,0,0,0,0,1,190328_170752,2738.0,3,0,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
2408,L,0,0,1,0,5,190414_184948,1359.0,3,3,3,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
1946,L,0,1,1,1,6,190507_015202,2509.0,1,2,2,Infield shift,Standard,0,0_0,fb:1_sb:1_tb:0
1977,R,0,0,0,2,4,190507_011143,1690.0,4,2,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
1446,R,0,1,0,1,4,190602_183025,2551.0,2,1,2,Standard,Standard,0,1_0,fb:0_sb:1_tb:0
325,L,0,0,0,0,5,190908_185421,1602.0,2,1,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1109,L,0,0,1,1,4,190620_000735,2467.0,3,0,1,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
1237,L,0,0,0,0,4,190615_000022,2500.0,1,1,3,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
2693,L,0,0,0,0,7,190328_184525,1840.0,1,1,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
698,R,0,0,1,2,3,190725_205101,2602.0,3,0,0,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
949,L,0,0,0,2,1,190630_172546,2301.0,5,0,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
214,L,1,1,1,1,5,190914_004142,2272.0,3,2,0,Standard,Standard,1,0_2,fb:1_sb:1_tb:1
1704,R,0,0,0,0,1,190522_231937,2487.0,5,0,1,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
2295,L,0,0,0,0,5,190420_233742,2634.0,4,3,3,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
773,R,0,0,0,2,5,190706_213743,2839.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
270,R,0,1,1,2,2,190913_233314,2325.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
1212,L,0,0,0,2,5,190615_001852,2398.0,2,2,3,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1349,L,0,1,1,0,2,190609_024511,2474.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
1712,L,0,1,0,1,6,190518_011021,2599.0,6,3,2,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
102,L,0,0,1,2,7,190918_192917,2286.0,4,3,1,Infield shift,Standard,0,2_1,fb:1_sb:0_tb:0
1809,R,1,0,0,2,1,190517_231048,2574.0,2,0,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:1
2433,R,0,0,1,1,3,190414_181410,2429.0,1,2,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1963,L,0,0,0,1,5,190507_012735,1452.0,3,2,2,Strategic,Standard,0,1_1,fb:0_sb:0_tb:0
1745,L,0,1,1,2,4,190518_002033,1401.0,3,3,2,Standard,Standard,1,0_2,fb:1_sb:1_tb:0
1370,R,0,0,0,1,1,190609_022614,2472.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
169,R,0,0,0,1,3,190918_180211,2520.0,5,1,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
2673,R,0,0,0,0,8,190328_190506,2331.0,4,1,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
24,R,0,0,0,1,5,190925_003811,2430.0,3,4,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1847,L,0,0,0,0,6,190512_025516,2849.0,2,2,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2162,R,1,0,1,1,7,190427_004936,2482.0,4,2,2,Standard,Standard,1,3_0,fb:1_sb:0_tb:1
1423,R,0,0,0,1,5,190602_185024,2472.0,5,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
2003,L,1,0,1,2,2,190507_002822,1440.0,2,2,2,Standard,Standard,0,1_0,fb:1_sb:0_tb:1
235,R,0,0,1,2,4,190914_001238,2335.0,4,1,0,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
969,R,0,0,1,0,8,190626_011816,2499.0,1,1,6,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
2624,R,0,0,0,2,2,190403_001754,2343.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1218,R,0,0,0,0,5,190615_001637,2294.0,6,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1863,L,0,0,0,1,5,190512_024018,1661.0,4,2,0,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
2,R,0,0,0,2,6,190925_005750,2465.0,4,4,2,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
747,L,0,0,0,1,7,190706_220846,2514.0,4,0,4,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1912,R,1,0,0,2,2,190512_014712,2193.0,3,0,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:1
726,L,0,0,0,0,2,190725_202119,2427.0,1,0,0,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
444,L,1,1,0,0,4,190904_000355,2546.0,4,1,1,Standard,Standard,1,1_2,fb:0_sb:1_tb:1
2551,L,0,0,0,0,2,190407_174558,2459.0,4,0,5,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
1619,R,0,0,1,2,5,190523_004559,2499.0,4,0,1,Standard,Standard,0,0_2,fb:1_sb:0_tb:0
111,R,0,0,0,2,7,190918_192353,1320.0,2,2,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1741,L,0,0,0,0,5,190518_003431,2681.0,4,3,2,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
1010,R,0,0,1,0,4,190626_002517,1512.0,2,0,6,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
319,R,0,0,0,2,5,190908_185651,2411.0,2,1,4,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
785,L,0,0,0,1,4,190706_212002,1435.0,2,0,4,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
54,L,0,0,0,1,3,190924_235255,2612.0,2,3,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
2653,L,0,1,1,0,1,190402_235050,2512.0,4,0,0,Standard,Standard,1,0_2,fb:1_sb:1_tb:0
2583,R,0,0,0,0,5,190403_011158,2575.0,2,2,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
1372,L,0,0,0,0,1,190609_022525,2514.0,5,0,1,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1160,R,1,0,0,2,1,190619_231251,2312.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:1
265,L,0,0,0,1,3,190913_235016,2413.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1753,R,0,1,1,1,4,190518_001617,2265.0,2,3,2,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
392,R,0,0,0,0,2,190908_175215,2432.0,1,0,3,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1962,L,0,0,0,2,5,190507_012813,,1,2,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1435,L,0,0,0,0,5,190602_184512,1467.0,1,1,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1451,L,0,1,0,0,4,190602_182712,2505.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
727,L,0,0,0,2,1,190725_201158,2418.0,7,0,0,Strategic,Standard,1,3_2,fb:0_sb:0_tb:0
342,R,0,0,0,1,4,190908_183430,2466.0,3,1,4,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1659,R,0,0,0,0,4,190523_000917,2460.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1085,R,0,0,1,0,6,190620_004719,2370.0,5,0,1,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
1864,L,0,0,0,1,5,190512_024000,2419.0,3,2,0,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
2748,L,0,0,0,1,2,190328_172922,2592.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1579,R,0,0,0,0,2,190527_172642,2675.0,4,0,0,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
1025,L,0,0,0,0,3,190626_000302,2397.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1064,L,0,1,0,0,7,190620_010834,2478.0,6,0,1,Standard,Standard,1,3_2,fb:0_sb:1_tb:0
32,R,0,0,0,2,4,190925_002023,2408.0,3,4,1,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2335,L,0,1,0,2,2,190420_224649,2754.0,2,2,0,Strategic,Strategic,0,1_0,fb:0_sb:1_tb:0
2144,R,0,1,1,1,1,190501_231148,2363.0,3,0,0,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
175,L,0,0,0,1,3,190918_175927,2377.0,5,0,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1336,R,0,0,0,1,3,190609_030008,1450.0,3,0,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
736,R,0,0,0,1,1,190725_200810,2551.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1955,L,0,0,0,1,6,190507_014659,2626.0,1,2,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1508,R,0,1,0,0,6,190527_184040,1444.0,5,1,2,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
2665,L,0,0,0,1,8,190328_190801,1861.0,7,1,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
357,R,0,0,0,2,3,190908_181700,2318.0,2,1,4,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
2599,R,0,0,0,1,4,190403_005253,2588.0,4,1,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1019,R,0,0,0,2,3,190626_000521,2339.0,3,0,3,Standard,Strategic,0,1_1,fb:0_sb:0_tb:0
1932,L,0,0,0,0,1,190512_012704,2509.0,4,0,0,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1521,R,0,0,0,2,5,190527_182254,2567.0,6,1,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2035,L,1,0,0,2,1,190507_000129,2348.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:1
2157,L,0,0,0,0,1,190501_230538,2627.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
1461,R,0,0,0,2,3,190602_180407,2390.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
725,L,0,0,0,1,2,190725_202155,2487.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
156,R,0,0,0,2,4,190918_181702,2281.0,5,1,0,Infield shift,Standard,0,3_1,fb:0_sb:0_tb:0
2148,R,0,0,1,1,1,190501_230925,2629.0,2,0,0,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
434,L,0,1,0,2,4,190904_000925,2825.0,4,4,1,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
488,R,0,0,0,1,1,190903_230855,2411.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
654,L,0,0,0,0,1,190822_232941,1609.0,3,0,2,Standard,Strategic,0,1_1,fb:0_sb:0_tb:0
2262,L,1,1,0,1,6,190421_000435,2331.0,3,4,3,Strategic,Standard,0,1_1,fb:0_sb:1_tb:1
2477,L,0,0,0,0,7,190407_194806,2487.0,3,1,12,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1857,R,0,0,1,1,5,190512_024330,2396.0,5,2,0,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
663,R,0,0,1,1,5,190725_213618,2427.0,2,3,0,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
2520,R,0,0,1,1,3,190407_181203,2447.0,2,1,5,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
1825,L,0,0,1,2,7,190512_031435,1499.0,2,2,0,Infield shift,Standard,0,1_0,fb:1_sb:0_tb:0
1724,R,0,0,0,0,6,190518_010341,2581.0,3,3,2,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1311,L,0,0,0,1,5,190609_033506,2593.0,2,0,4,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
1500,R,0,1,0,1,6,190527_184504,2373.0,4,1,2,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
2709,R,0,0,0,0,5,190328_181620,2375.0,3,1,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2509,L,0,0,0,0,4,190407_182552,2557.0,6,1,5,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
981,L,0,0,0,1,7,190626_010334,2506.0,3,1,6,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
619,L,0,0,0,0,3,190823_001430,2479.0,3,0,2,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
762,L,0,0,0,1,6,190706_215258,2358.0,2,0,4,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
245,L,0,1,0,1,4,190914_000701,1493.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
2217,R,0,0,0,1,4,190426_235611,2764.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1726,R,0,0,0,0,6,190518_010301,2560.0,1,3,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
51,R,0,0,0,2,3,190924_235428,2785.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1906,R,0,0,0,0,3,190512_015836,2543.0,4,0,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
2423,L,0,0,0,1,4,190414_183350,1427.0,1,3,3,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
23,L,0,0,0,2,5,190925_003849,2356.0,1,4,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
84,L,0,1,1,1,1,190924_231321,2518.0,1,0,0,Infield shift,Standard,1,0_0,fb:1_sb:1_tb:0
1284,R,0,0,0,1,7,190609_040808,2286.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2544,R,1,0,0,0,2,190407_174944,1745.0,5,0,5,Strategic,Strategic,0,1_2,fb:0_sb:0_tb:1
2031,L,1,0,0,2,1,190507_000312,2468.0,5,0,2,Standard,Standard,0,3_1,fb:0_sb:0_tb:1
808,R,0,0,0,0,3,190706_205834,2397.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
837,L,0,0,1,0,1,190706_200929,1626.0,6,0,0,Standard,Standard,1,2_2,fb:1_sb:0_tb:0
130,R,0,1,1,1,6,190918_190242,2379.0,1,2,0,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
1399,R,0,0,0,0,7,190602_192704,2579.0,4,1,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
1540,R,0,0,0,0,4,190527_180328,2477.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
999,R,0,0,0,1,5,190626_003949,2527.0,1,1,6,Standard,Strategic,0,0_0,fb:0_sb:0_tb:0
2545,R,1,0,0,0,2,190407_174905,1924.0,4,0,5,Strategic,Strategic,0,0_2,fb:0_sb:0_tb:1
2660,R,0,0,0,0,1,190402_234625,2673.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2533,R,0,1,1,1,2,190407_175557,2491.0,1,1,5,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
689,L,0,0,0,1,4,190725_211227,2475.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1257,L,0,0,0,0,2,190614_232352,1875.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
39,R,0,0,0,0,4,190925_001736,,5,4,1,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1914,R,1,0,0,2,2,190512_014621,2415.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:1
2177,R,0,1,0,0,7,190427_004052,2556.0,3,1,2,Standard,Standard,1,1_1,fb:0_sb:1_tb:0
1525,R,0,0,0,2,5,190527_182127,1509.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2056,L,0,1,0,1,7,190502_011030,2427.0,1,3,1,Infield shift,Standard,1,0_0,fb:0_sb:1_tb:0
868,R,0,0,0,1,7,190630_191140,2423.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2378,L,0,0,0,0,8,190414_193453,2485.0,2,3,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
195,R,0,0,0,0,2,190918_174245,2352.0,1,0,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1972,L,0,0,0,0,5,190507_012353,2604.0,3,2,2,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1771,R,0,0,0,2,3,190517_235147,2491.0,2,3,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1110,L,0,0,1,1,4,190620_000709,1577.0,2,0,1,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
711,R,0,0,1,2,2,190725_202751,2400.0,5,0,0,Standard,Standard,1,2_2,fb:1_sb:0_tb:0
957,R,0,0,0,0,1,190630_172246,2431.0,4,0,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
774,R,0,0,0,1,5,190706_213703,2328.0,4,0,4,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
835,L,0,1,0,1,1,190706_201039,1308.0,2,0,0,Strategic,Strategic,1,0_1,fb:0_sb:1_tb:0
1285,L,0,0,0,0,7,190609_040726,2718.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2179,R,0,1,0,0,7,190427_003959,2421.0,1,1,2,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
370,R,0,0,0,2,2,190908_180115,2853.0,2,1,3,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
1640,R,0,1,1,1,4,190523_001830,2227.0,3,0,1,Standard,Standard,0,0_2,fb:1_sb:1_tb:0
1266,L,0,0,0,2,1,190614_230901,2425.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2586,R,1,1,1,2,4,190403_005928,2223.0,6,1,0,Strategic,Standard,1,2_2,fb:1_sb:1_tb:1
213,L,1,0,1,2,5,190914_004229,1506.0,1,3,0,Infield shift,Standard,1,0_0,fb:1_sb:0_tb:1
2721,L,0,0,0,1,4,190328_180132,2578.0,2,1,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
376,R,0,0,0,1,2,190908_175847,2210.0,2,1,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2754,L,0,0,0,2,1,190328_171319,2480.0,3,1,0,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
31,R,0,0,0,2,4,190925_002056,2490.0,4,4,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2027,L,0,0,1,2,1,190507_000533,2604.0,4,1,2,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
33,R,0,0,0,2,4,190925_002006,2728.0,2,4,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1161,R,1,0,0,2,1,190619_231226,2307.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:1
2644,R,0,1,1,1,1,190402_235718,2306.0,7,0,0,Standard,Standard,1,3_2,fb:1_sb:1_tb:0
2695,L,0,0,0,2,6,190328_183036,2722.0,2,1,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
1716,L,0,1,0,1,6,190518_010753,2458.0,2,3,2,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
1610,R,0,0,0,0,6,190523_010955,2411.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
787,R,0,0,0,0,4,190706_211905,2429.0,4,0,4,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1197,R,0,0,0,1,6,190615_003540,2505.0,2,2,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
608,L,0,1,0,2,3,190823_001958,2533.0,3,1,2,Infield shift,Standard,0,1_1,fb:0_sb:1_tb:0
2496,R,0,0,0,0,5,190407_185631,2434.0,5,1,7,Standard,Strategic,0,2_2,fb:0_sb:0_tb:0
583,L,0,0,0,0,1,190828_230631,2642.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1269,L,0,0,0,1,1,190614_230732,1559.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
89,L,0,0,0,1,1,190924_231034,2581.0,7,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
907,L,0,0,0,1,4,190630_181353,2711.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2403,R,0,0,1,1,5,190414_185328,2218.0,5,3,3,Standard,Standard,1,2_2,fb:1_sb:0_tb:0
613,R,0,0,0,2,3,190823_001714,2402.0,3,1,2,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1800,L,0,0,0,1,2,190517_232953,2614.0,1,1,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
846,R,0,0,0,2,8,190630_194149,1461.0,5,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1440,L,0,1,0,2,4,190602_183403,2495.0,6,1,2,Standard,Standard,0,2_2,fb:0_sb:1_tb:0
2385,R,0,0,0,2,7,190414_191645,2517.0,1,3,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2451,L,0,1,0,2,1,190414_174253,2418.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:1_tb:0
1135,R,0,0,0,0,3,190619_234534,2435.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
796,L,0,0,0,2,3,190706_210247,2449.0,3,0,4,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
549,L,0,0,0,2,3,190828_235433,1526.0,1,0,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1146,L,0,0,0,2,2,190619_232733,2708.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
780,L,0,0,0,2,4,190706_212157,2412.0,2,0,4,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2314,R,0,0,1,2,3,190420_231122,2124.0,1,3,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
237,R,0,0,1,2,4,190914_001133,2276.0,2,1,0,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
894,L,0,0,0,0,5,190630_183211,2513.0,4,0,1,Strategic,Standard,0,1_2,fb:0_sb:0_tb:0
1140,L,0,0,1,2,2,190619_233011,2393.0,3,0,0,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
763,L,0,0,0,1,6,190706_215241,2408.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1282,R,0,0,0,1,7,190609_040845,2598.0,3,0,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
2571,R,1,1,0,1,5,190403_011830,2158.0,2,2,0,Strategic,Standard,1,0_1,fb:0_sb:1_tb:1
358,R,0,0,0,2,3,190908_181639,2237.0,1,1,4,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
200,L,0,0,0,1,1,190918_173044,2344.0,5,0,0,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
1838,R,0,0,0,2,6,190512_025858,2550.0,2,2,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2040,L,0,1,0,0,1,190506_235849,2572.0,4,0,2,Standard,Standard,0,1_2,fb:0_sb:1_tb:0
1559,L,0,0,0,0,3,190527_174656,2456.0,10,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
1612,R,0,1,1,2,5,190523_004940,2733.0,4,0,1,Standard,Standard,0,1_2,fb:1_sb:1_tb:0
1723,R,0,0,0,0,6,190518_010404,2539.0,4,3,2,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1417,L,0,0,0,0,6,190602_190439,2622.0,3,1,2,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
2236,R,0,0,0,2,2,190426_232713,2347.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1189,L,0,0,0,2,6,190615_003910,1648.0,3,2,3,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1892,L,0,0,0,2,3,190512_020531,2494.0,2,2,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1746,L,0,1,1,2,4,190518_002005,2268.0,2,3,2,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
279,R,0,1,1,0,2,190913_232836,,3,0,0,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
399,L,0,0,0,1,1,190908_173921,2429.0,6,0,2,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
1920,L,0,0,0,0,2,190512_014246,1486.0,4,0,0,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
2672,R,0,0,0,0,8,190328_190525,2499.0,5,1,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2539,R,0,0,1,0,2,190407_175221,2190.0,5,1,5,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
2313,R,0,0,1,2,3,190420_231214,2271.0,2,3,2,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
2331,L,0,1,0,2,2,190420_224851,2487.0,6,2,0,Strategic,Standard,0,2_2,fb:0_sb:1_tb:0
2150,R,0,0,0,1,1,190501_230827,2592.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
492,L,0,0,0,0,1,190903_230720,1649.0,5,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1969,L,0,0,0,0,5,190507_012503,2513.0,6,2,2,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
56,L,0,0,0,0,3,190924_235204,1466.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
562,L,0,0,0,2,2,190828_233935,2683.0,3,0,5,Infield shift,Standard,1,2_0,fb:0_sb:0_tb:0
622,R,1,0,1,2,2,190823_000126,2312.0,5,0,2,Standard,Standard,0,2_2,fb:1_sb:0_tb:1
