Pitch,MPH,EV (MPH),Pitcher,Batter,Dist,Spin Rate,LA (°),Zone,Date,Count,Inning,Pitch Result,PA Result
SL,83.7,,Max Scherzer,Manny Machado,,2478,,14,2019-04-26,2-1,Top 7,ball,
FF,94.3,,Max Scherzer,Manny Machado,,2556,,9,2019-04-26,1-1,Top 7,ball,
SL,84.9,,Max Scherzer,Manny Machado,,2484,,14,2019-04-26,1-0,Top 7,swinging_strike,
FF,92.3,,Max Scherzer,Manny Machado,,2421,,13,2019-04-26,0-0,Top 7,ball,
CH,84.5,105.4,Max Scherzer,Wil Myers,226,1512,13.7,8,2019-04-26,2-1,Top 7,hit_into_play_no_out,Wil Myers doubles (5) on a sharp line drive to left fielder Juan Soto.
FF,92.7,,Max Scherzer,Wil Myers,,2528,,12,2019-04-26,1-1,Top 7,ball,
SL,84.3,,Max Scherzer,Wil Myers,,2442,,14,2019-04-26,0-1,Top 7,ball,
SL,85.0,76.9,Max Scherzer,Wil Myers,30,2590,-6.8,14,2019-04-26,0-0,Top 7,foul,
SL,86.3,,Max Scherzer,Fernando Tatis Jr.,,2369,,14,2019-04-26,1-2,Top 6,swinging_strike,Fernando Tatis strikes out swinging.
CH,85.1,,Max Scherzer,Fernando Tatis Jr.,,1513,,14,2019-04-26,0-2,Top 6,ball,
CH,83.9,,Max Scherzer,Fernando Tatis Jr.,,1404,,13,2019-04-26,0-1,Top 6,swinging_strike,
FF,94.2,,Max Scherzer,Fernando Tatis Jr.,,2557,,6,2019-04-26,0-0,Top 6,swinging_strike,
SL,84.7,,Max Scherzer,Matt Strahm,,2208,,6,2019-04-26,1-2,Top 6,foul_tip,Matt Strahm strikes out on a foul tip.
SL,84.1,,Max Scherzer,Matt Strahm,,2454,,14,2019-04-26,0-2,Top 6,ball,
FF,94.1,,Max Scherzer,Matt Strahm,,2451,,8,2019-04-26,0-1,Top 6,called_strike,
SL,82.9,,Max Scherzer,Matt Strahm,,2308,,9,2019-04-26,0-0,Top 6,called_strike,
SL,85.9,,Max Scherzer,Manuel Margot,,2539,,9,2019-04-26,0-2,Top 6,called_strike,Manuel Margot called out on strikes.
CH,82.8,,Max Scherzer,Manuel Margot,,1467,,14,2019-04-26,0-1,Top 6,swinging_strike,
FF,93.4,,Max Scherzer,Manuel Margot,,2584,,8,2019-04-26,0-0,Top 6,called_strike,
FF,95.8,80.0,Max Scherzer,Austin Hedges,,2605,69.0,2,2019-04-26,0-2,Top 5,hit_into_play,Austin Hedges pops out to shortstop Carter Kieboom.
SL,87.0,,Max Scherzer,Austin Hedges,,2225,,14,2019-04-26,0-1,Top 5,swinging_strike,
CU,76.5,,Max Scherzer,Austin Hedges,,2570,,9,2019-04-26,0-0,Top 5,called_strike,
CH,85.2,89.3,Max Scherzer,Ian Kinsler,6,1562,-17.5,8,2019-04-26,3-2,Top 5,hit_into_play,"Ian Kinsler grounds out, third baseman Anthony Rendon to first baseman Ryan Zimmerman."
FF,95.5,,Max Scherzer,Ian Kinsler,,2556,,12,2019-04-26,2-2,Top 5,ball,
SL,86.7,71.4,Max Scherzer,Ian Kinsler,186,2307,28.1,3,2019-04-26,2-1,Top 5,foul,
CH,83.5,,Max Scherzer,Ian Kinsler,,1370,,9,2019-04-26,1-1,Top 5,ball,
FF,93.6,,Max Scherzer,Ian Kinsler,,2385,,13,2019-04-26,0-1,Top 5,ball,
SL,84.5,,Max Scherzer,Ian Kinsler,,2295,,1,2019-04-26,0-0,Top 5,called_strike,
FF,94.1,106.2,Max Scherzer,Eric Hosmer,428,2512,27.3,2,2019-04-26,0-2,Top 5,hit_into_play_score,Eric Hosmer homers (3) on a fly ball to center field.
FC,89.4,,Max Scherzer,Eric Hosmer,,2376,,3,2019-04-26,0-1,Top 5,foul,
CU,77.4,,Max Scherzer,Eric Hosmer,,2653,,13,2019-04-26,0-0,Top 5,called_strike,
SL,85.3,100.1,Max Scherzer,Franmil Reyes,291,2425,15.2,9,2019-04-26,0-1,Top 5,hit_into_play,Franmil Reyes lines out sharply to right fielder Adam Eaton.
FF,93.0,,Max Scherzer,Franmil Reyes,,2525,,6,2019-04-26,0-0,Top 5,called_strike,
SL,87.1,,Max Scherzer,Manny Machado,,2482,,14,2019-04-26,2-2,Top 4,swinging_strike,Manny Machado strikes out swinging.
FF,96.4,,Max Scherzer,Manny Machado,,2620,,14,2019-04-26,1-2,Top 4,ball,
FF,97.5,,Max Scherzer,Manny Machado,,2642,,12,2019-04-26,0-2,Top 4,ball,
CH,85.5,,Max Scherzer,Manny Machado,,1572,,4,2019-04-26,0-1,Top 4,foul_tip,
FF,96.2,,Max Scherzer,Manny Machado,,2615,,14,2019-04-26,0-0,Top 4,called_strike,
FF,96.7,,Max Scherzer,Wil Myers,,2706,,12,2019-04-26,1-2,Top 4,swinging_strike,Wil Myers strikes out swinging.
FF,95.2,,Max Scherzer,Wil Myers,,2542,,14,2019-04-26,1-1,Top 4,called_strike,
SL,86.6,,Max Scherzer,Wil Myers,,2433,,12,2019-04-26,0-1,Top 4,ball,
CU,76.4,,Max Scherzer,Wil Myers,,2764,,1,2019-04-26,0-0,Top 4,called_strike,
CH,85.2,82.9,Max Scherzer,Fernando Tatis Jr.,,1409,-20.7,7,2019-04-26,1-2,Top 4,hit_into_play,"Fernando Tatis grounds out softly, pitcher Max Scherzer to first baseman Ryan Zimmerman."
FF,95.4,,Max Scherzer,Fernando Tatis Jr.,,2664,,9,2019-04-26,1-1,Top 4,called_strike,
SL,85.9,,Max Scherzer,Fernando Tatis Jr.,,2660,,14,2019-04-26,1-0,Top 4,swinging_strike,
FF,93.8,,Max Scherzer,Fernando Tatis Jr.,,2658,,11,2019-04-26,0-0,Top 4,ball,
FF,94.9,,Max Scherzer,Matt Strahm,,2375,,2,2019-04-26,1-2,Top 3,swinging_strike,Matt Strahm strikes out swinging.
FF,93.6,72.4,Max Scherzer,Matt Strahm,199,2441,30.5,9,2019-04-26,1-1,Top 3,foul,
SL,84.9,,Max Scherzer,Matt Strahm,,2271,,14,2019-04-26,0-1,Top 3,ball,
FF,92.5,,Max Scherzer,Matt Strahm,,2324,,9,2019-04-26,0-0,Top 3,called_strike,
SL,86.7,75.0,Max Scherzer,Manuel Margot,15,2273,-6.9,5,2019-04-26,2-2,Top 3,hit_into_play,"Manuel Margot grounds out, second baseman Brian Dozier to first baseman Ryan Zimmerman."
CH,85.9,,Max Scherzer,Manuel Margot,,1638,,14,2019-04-26,1-2,Top 3,ball,
FF,94.4,,Max Scherzer,Manuel Margot,,2484,,3,2019-04-26,1-1,Top 3,foul,
FF,94.0,,Max Scherzer,Manuel Margot,,2396,,14,2019-04-26,0-1,Top 3,ball,
FF,93.5,,Max Scherzer,Manuel Margot,,2450,,5,2019-04-26,0-0,Top 3,called_strike,
SL,85.4,,Max Scherzer,Austin Hedges,,2450,,14,2019-04-26,0-2,Top 3,swinging_strike,Austin Hedges strikes out swinging.
FF,94.5,,Max Scherzer,Austin Hedges,,2439,,6,2019-04-26,0-1,Top 3,swinging_strike,
SL,84.9,,Max Scherzer,Austin Hedges,,2372,,12,2019-04-26,0-0,Top 3,called_strike,
FF,95.6,92.9,Max Scherzer,Ian Kinsler,327,2358,32.6,6,2019-04-26,3-2,Top 2,hit_into_play,Ian Kinsler flies out to right fielder Adam Eaton.
CH,85.7,,Max Scherzer,Ian Kinsler,,1473,,14,2019-04-26,2-2,Top 2,ball,
FF,94.7,,Max Scherzer,Ian Kinsler,,2347,,11,2019-04-26,1-2,Top 2,ball,
SL,85.9,67.6,Max Scherzer,Ian Kinsler,110,2516,78.1,8,2019-04-26,1-1,Top 2,foul,
FF,94.9,,Max Scherzer,Ian Kinsler,,2530,,8,2019-04-26,1-0,Top 2,foul,
FF,95.3,,Max Scherzer,Ian Kinsler,,2467,,3,2019-04-26,0-0,Top 2,ball,
FC,88.7,87.4,Max Scherzer,Eric Hosmer,91,2551,5.7,14,2019-04-26,1-2,Top 2,hit_into_play,Eric Hosmer grounds out to first baseman Ryan Zimmerman.
CH,86.5,,Max Scherzer,Eric Hosmer,,1668,,13,2019-04-26,0-2,Top 2,ball,
CU,78.7,,Max Scherzer,Eric Hosmer,,2794,,8,2019-04-26,0-1,Top 2,foul,
FF,94.1,,Max Scherzer,Eric Hosmer,,2555,,11,2019-04-26,0-0,Top 2,called_strike,
FF,93.6,108.4,Max Scherzer,Franmil Reyes,22,2583,-4.2,8,2019-04-26,0-0,Top 2,hit_into_play,"Franmil Reyes grounds out, shortstop Carter Kieboom to first baseman Ryan Zimmerman."
SL,86.0,,Max Scherzer,Manny Machado,,2521,,14,2019-04-26,3-2,Top 1,swinging_strike,Manny Machado strikes out swinging.
SL,86.9,,Max Scherzer,Manny Machado,,2389,,14,2019-04-26,2-2,Top 1,ball,
FF,95.4,,Max Scherzer,Manny Machado,,2470,,3,2019-04-26,2-1,Top 1,swinging_strike,
FF,95.2,,Max Scherzer,Manny Machado,,2430,,14,2019-04-26,1-1,Top 1,ball,
FF,96.1,,Max Scherzer,Manny Machado,,2367,,13,2019-04-26,0-1,Top 1,ball,
SL,84.8,,Max Scherzer,Manny Machado,,2300,,7,2019-04-26,0-0,Top 1,called_strike,
SL,86.5,85.5,Max Scherzer,Wil Myers,234,2430,49.7,9,2019-04-26,1-1,Top 1,hit_into_play,Wil Myers flies out to center fielder Victor Robles.
FF,95.4,,Max Scherzer,Wil Myers,,2569,,4,2019-04-26,1-0,Top 1,swinging_strike,
FF,95.6,,Max Scherzer,Wil Myers,,2491,,12,2019-04-26,0-0,Top 1,ball,
SL,85.5,,Max Scherzer,Fernando Tatis Jr.,,2581,,14,2019-04-26,1-2,Top 1,swinging_strike,Fernando Tatis strikes out swinging.
SL,84.9,,Max Scherzer,Fernando Tatis Jr.,,2548,,14,2019-04-26,0-2,Top 1,ball,
FF,95.8,78.4,Max Scherzer,Fernando Tatis Jr.,193,2625,22.1,6,2019-04-26,0-2,Top 1,foul,
SL,84.8,,Max Scherzer,Fernando Tatis Jr.,,2462,,4,2019-04-26,0-1,Top 1,called_strike,
FF,94.7,,Max Scherzer,Fernando Tatis Jr.,,2676,,9,2019-04-26,0-0,Top 1,swinging_strike,
CU,79.0,60.2,Max Scherzer,Rosell Herrera,1,2658,-71.3,1,2019-04-20,2-2,Bot 6,hit_into_play_score,Rosell Herrera singles on a ground ball to pitcher Max Scherzer. Miguel Rojas scores. Isaac Galloway scores. Rosell Herrera to 2nd. Throwing error by pitcher Max Scherzer.
FF,95.8,,Max Scherzer,Rosell Herrera,,2505,,11,2019-04-20,1-2,Bot 6,ball,
CH,84.5,,Max Scherzer,Rosell Herrera,,1522,,13,2019-04-20,1-2,Bot 6,foul,
FC,91.2,64.9,Max Scherzer,Rosell Herrera,186,2331,28.9,8,2019-04-20,1-1,Bot 6,foul,
FF,95.6,,Max Scherzer,Rosell Herrera,,2532,,11,2019-04-20,1-0,Bot 6,called_strike,
CH,85.2,,Max Scherzer,Rosell Herrera,,1507,,13,2019-04-20,0-0,Bot 6,ball,
FF,95.7,101.6,Max Scherzer,Isaac Galloway,400,2481,25.5,5,2019-04-20,1-1,Bot 6,hit_into_play_no_out,Isaac Galloway doubles (1) on a sharp fly ball to center fielder Victor Robles. Miguel Rojas to 3rd.
SL,87.6,,Max Scherzer,Isaac Galloway,,2307,,14,2019-04-20,0-1,Bot 6,ball,
SL,86.9,,Max Scherzer,Isaac Galloway,,2398,,14,2019-04-20,0-0,Bot 6,swinging_strike,
CH,85.6,91.8,Max Scherzer,Miguel Rojas,261,1554,14.7,4,2019-04-20,0-1,Bot 6,hit_into_play_no_out,Miguel Rojas doubles (6) on a line drive to left fielder Juan Soto.
CU,78.0,,Max Scherzer,Miguel Rojas,,2850,,6,2019-04-20,0-0,Bot 6,called_strike,
FF,97.3,52.4,Max Scherzer,Jorge Alfaro,8,2519,-17.7,6,2019-04-20,2-2,Bot 6,swinging_strike,Jorge Alfaro strikes out swinging.
CH,85.6,,Max Scherzer,Jorge Alfaro,,1607,,14,2019-04-20,1-2,Bot 6,ball,
SL,86.0,,Max Scherzer,Jorge Alfaro,,2410,,14,2019-04-20,0-2,Bot 6,ball,
FF,94.7,,Max Scherzer,Jorge Alfaro,,2512,,6,2019-04-20,0-1,Bot 6,called_strike,
SL,86.0,,Max Scherzer,Jorge Alfaro,,2312,,8,2019-04-20,0-0,Bot 6,swinging_strike,
FF,95.5,74.3,Max Scherzer,Starlin Castro,230,2477,27.7,6,2019-04-20,3-2,Bot 5,hit_into_play,Starlin Castro flies out to right fielder Adam Eaton.
SL,84.2,,Max Scherzer,Starlin Castro,,2175,,14,2019-04-20,2-2,Bot 5,ball,
CH,81.8,,Max Scherzer,Starlin Castro,,1203,,11,2019-04-20,2-2,Bot 5,foul,
SL,84.2,63.7,Max Scherzer,Starlin Castro,4,2158,-19.7,14,2019-04-20,2-2,Bot 5,foul,
FF,96.3,,Max Scherzer,Starlin Castro,,2542,,12,2019-04-20,1-2,Bot 5,ball,
FF,95.5,,Max Scherzer,Starlin Castro,,2589,,2,2019-04-20,1-1,Bot 5,foul,
FF,95.1,64.0,Max Scherzer,Starlin Castro,169,2489,34.9,11,2019-04-20,1-0,Bot 5,foul,
FF,94.7,,Max Scherzer,Starlin Castro,,2510,,14,2019-04-20,0-0,Bot 5,ball,
CH,84.1,64.5,Max Scherzer,Neil Walker,93,1409,10.3,13,2019-04-20,0-1,Bot 5,hit_into_play,"Neil Walker grounds out, shortstop Wilmer Difo to first baseman Matt Adams. Brian Anderson to 3rd."
CU,79.3,,Max Scherzer,Neil Walker,,2727,,7,2019-04-20,0-0,Bot 5,called_strike,
SL,87.5,101.9,Max Scherzer,Brian Anderson,362,2265,21.3,4,2019-04-20,2-2,Bot 5,hit_into_play_no_out,Brian Anderson doubles (4) on a sharp line drive to center fielder Victor Robles.
FF,97.0,,Max Scherzer,Brian Anderson,,2543,,14,2019-04-20,1-2,Bot 5,ball,
FF,95.3,,Max Scherzer,Brian Anderson,,2570,,6,2019-04-20,1-1,Bot 5,foul,
FF,95.0,,Max Scherzer,Brian Anderson,,2526,,13,2019-04-20,0-1,Bot 5,ball,
SL,85.4,46.6,Max Scherzer,Brian Anderson,4,2464,-28.3,4,2019-04-20,0-0,Bot 5,foul,
FF,95.7,,Max Scherzer,Martin Prado,,2540,,11,2019-04-20,0-2,Bot 5,swinging_strike,Martin Prado strikes out swinging.
CH,85.8,95.7,Max Scherzer,Martin Prado,217,1610,12.5,13,2019-04-20,0-2,Bot 5,foul,
SL,85.6,,Max Scherzer,Martin Prado,,2369,,9,2019-04-20,0-1,Bot 5,called_strike,
FF,95.1,,Max Scherzer,Martin Prado,,2598,,4,2019-04-20,0-0,Bot 5,called_strike,
FF,95.6,99.9,Max Scherzer,Curtis Granderson,396,2621,28.0,6,2019-04-20,2-2,Bot 5,hit_into_play_score,Curtis Granderson homers (3) on a fly ball to right center field.
FF,95.2,93.0,Max Scherzer,Curtis Granderson,267,2634,52.5,4,2019-04-20,2-1,Bot 5,foul,
CU,79.3,,Max Scherzer,Curtis Granderson,,2953,,14,2019-04-20,1-1,Bot 5,ball,
FF,93.3,,Max Scherzer,Curtis Granderson,,2590,,12,2019-04-20,0-1,Bot 5,ball,
CU,78.6,,Max Scherzer,Curtis Granderson,,2823,,1,2019-04-20,0-0,Bot 5,called_strike,
FF,96.0,,Max Scherzer,Jose Urena,,2579,,2,2019-04-20,0-2,Bot 4,called_strike,Jose Urena called out on strikes.
CH,85.9,102.1,Max Scherzer,Jose Urena,333,1441,21.7,11,2019-04-20,0-2,Bot 4,foul,
SL,86.0,,Max Scherzer,Jose Urena,,2296,,7,2019-04-20,0-1,Bot 4,called_strike,
FF,92.8,,Max Scherzer,Jose Urena,,2526,,5,2019-04-20,0-0,Bot 4,foul,
FF,95.0,80.0,Max Scherzer,Isaac Galloway,,2627,69.0,9,2019-04-20,0-1,Bot 4,hit_into_play,Isaac Galloway pops out to first baseman Matt Adams in foul territory.
SL,85.6,,Max Scherzer,Isaac Galloway,,2369,,1,2019-04-20,0-0,Bot 4,called_strike,
FC,90.1,81.6,Max Scherzer,Miguel Rojas,151,2463,9.9,3,2019-04-20,0-2,Bot 4,hit_into_play,"Miguel Rojas lines out, second baseman Brian Dozier to first baseman Matt Adams."
SL,84.1,,Max Scherzer,Miguel Rojas,,2338,,13,2019-04-20,0-1,Bot 4,swinging_strike,
SL,84.5,,Max Scherzer,Miguel Rojas,,2615,,14,2019-04-20,0-0,Bot 4,swinging_strike,
SL,87.3,,Max Scherzer,Jorge Alfaro,,2270,,14,2019-04-20,3-2,Bot 3,swinging_strike_blocked,"Jorge Alfaro strikes out swinging, catcher Yan Gomes to first baseman Matt Adams."
FF,87.3,,Max Scherzer,Jorge Alfaro,,2270,,14,2019-04-20,3-2,Bot 3,foul,
FF,95.9,,Max Scherzer,Jorge Alfaro,,2505,,12,2019-04-20,2-2,Bot 3,ball,
FF,95.2,,Max Scherzer,Jorge Alfaro,,2493,,5,2019-04-20,2-1,Bot 3,swinging_strike,
FF,94.9,,Max Scherzer,Jorge Alfaro,,2572,,3,2019-04-20,1-1,Bot 3,ball,
SL,85.0,,Max Scherzer,Jorge Alfaro,,2271,,14,2019-04-20,0-1,Bot 3,blocked_ball,
SL,85.7,,Max Scherzer,Jorge Alfaro,,2124,,14,2019-04-20,0-0,Bot 3,swinging_strike,
SL,86.8,100.5,Max Scherzer,Starlin Castro,41,2371,-0.4,8,2019-04-20,3-2,Bot 3,hit_into_play_score,Starlin Castro singles on a sharp line drive to left fielder Juan Soto. Martin Prado scores.
SL,86.3,,Max Scherzer,Starlin Castro,,2390,,14,2019-04-20,2-2,Bot 3,ball,
FF,96.4,,Max Scherzer,Starlin Castro,,2426,,1,2019-04-20,2-1,Bot 3,swinging_strike,
CH,84.2,,Max Scherzer,Starlin Castro,,1376,,14,2019-04-20,1-1,Bot 3,ball,
FF,94.2,,Max Scherzer,Starlin Castro,,2498,,13,2019-04-20,0-1,Bot 3,ball,
FF,95.4,,Max Scherzer,Starlin Castro,,2390,,12,2019-04-20,0-0,Bot 3,swinging_strike,
FC,90.5,,Max Scherzer,Neil Walker,,2370,,14,2019-04-20,2-2,Bot 3,swinging_strike,Neil Walker strikes out swinging.
FF,96.2,,Max Scherzer,Neil Walker,,2514,,11,2019-04-20,1-2,Bot 3,ball,
CH,85.0,,Max Scherzer,Neil Walker,,1396,,13,2019-04-20,0-2,Bot 3,blocked_ball,
FC,88.9,,Max Scherzer,Neil Walker,,2417,,6,2019-04-20,0-1,Bot 3,foul,
FF,95.9,,Max Scherzer,Neil Walker,,2482,,13,2019-04-20,0-0,Bot 3,called_strike,
SL,86.0,95.9,Max Scherzer,Brian Anderson,7,2429,-16.6,9,2019-04-20,0-0,Bot 3,hit_into_play,"Brian Anderson grounds out, shortstop Wilmer Difo to first baseman Matt Adams. Martin Prado to 2nd."
FF,95.9,96.3,Max Scherzer,Martin Prado,189,2531,9.2,2,2019-04-20,1-2,Bot 3,hit_into_play_no_out,Martin Prado singles on a line drive to center fielder Victor Robles.
CH,86.0,64.6,Max Scherzer,Martin Prado,2,1444,-52.2,7,2019-04-20,1-1,Bot 3,foul,
FF,95.8,,Max Scherzer,Martin Prado,,2538,,4,2019-04-20,1-0,Bot 3,called_strike,
FF,93.4,,Max Scherzer,Martin Prado,,2455,,13,2019-04-20,0-0,Bot 3,ball,
FF,96.9,,Max Scherzer,Curtis Granderson,,2487,,11,2019-04-20,2-2,Bot 2,swinging_strike,Curtis Granderson strikes out swinging.
CU,78.8,,Max Scherzer,Curtis Granderson,,2727,,13,2019-04-20,1-2,Bot 2,ball,
FF,95.6,77.4,Max Scherzer,Curtis Granderson,202,2483,63.4,12,2019-04-20,1-2,Bot 2,foul,
FF,96.0,,Max Scherzer,Curtis Granderson,,2430,,12,2019-04-20,1-1,Bot 2,swinging_strike,
CU,77.3,,Max Scherzer,Curtis Granderson,,2754,,13,2019-04-20,1-0,Bot 2,called_strike,
FF,96.0,,Max Scherzer,Curtis Granderson,,2460,,11,2019-04-20,0-0,Bot 2,ball,
FF,96.1,,Max Scherzer,Jose Urena,,2562,,6,2019-04-20,2-2,Bot 2,called_strike,Jose Urena called out on strikes.
SL,87.2,,Max Scherzer,Jose Urena,,2387,,13,2019-04-20,1-2,Bot 2,ball,
FF,93.6,,Max Scherzer,Jose Urena,,2417,,12,2019-04-20,0-2,Bot 2,ball,
SL,85.5,,Max Scherzer,Jose Urena,,2208,,6,2019-04-20,0-1,Bot 2,missed_bunt,
FF,93.3,,Max Scherzer,Jose Urena,,2353,,8,2019-04-20,0-0,Bot 2,bunt_foul_tip,
FF,95.4,85.3,Max Scherzer,Isaac Galloway,4,2454,-20.5,8,2019-04-20,0-0,Bot 2,hit_into_play,"Isaac Galloway grounds into a force out, third baseman Anthony Rendon to second baseman Brian Dozier. Miguel Rojas out at 2nd. Isaac Galloway to 1st."
SL,86.9,76.4,Max Scherzer,Miguel Rojas,239,2311,25.7,5,2019-04-20,1-2,Bot 2,hit_into_play_no_out,Miguel Rojas singles on a line drive to right fielder Adam Eaton.
SL,84.1,,Max Scherzer,Miguel Rojas,,2303,,13,2019-04-20,0-2,Bot 2,ball,
FF,95.8,,Max Scherzer,Miguel Rojas,,2577,,5,2019-04-20,0-1,Bot 2,swinging_strike,
FF,94.2,,Max Scherzer,Miguel Rojas,,2552,,6,2019-04-20,0-0,Bot 2,foul,
SL,87.3,97.5,Max Scherzer,Jorge Alfaro,357,2358,33.9,8,2019-04-20,1-1,Bot 1,hit_into_play,Jorge Alfaro flies out to center fielder Victor Robles.
FF,95.8,,Max Scherzer,Jorge Alfaro,,2542,,3,2019-04-20,0-1,Bot 1,ball,
FF,96.9,,Max Scherzer,Jorge Alfaro,,2604,,8,2019-04-20,0-0,Bot 1,called_strike,
SL,86.1,94.9,Max Scherzer,Starlin Castro,194,2408,10.1,5,2019-04-20,0-0,Bot 1,hit_into_play_score,Starlin Castro singles on a line drive to left fielder Juan Soto. Brian Anderson scores. Starlin Castro to 2nd.
FF,96.1,,Max Scherzer,Neil Walker,,2570,,3,2019-04-20,0-2,Bot 1,swinging_strike,Neil Walker strikes out swinging.
FC,91.1,67.8,Max Scherzer,Neil Walker,173,2413,32.1,2,2019-04-20,0-1,Bot 1,foul,
FF,95.4,,Max Scherzer,Neil Walker,,2511,,5,2019-04-20,0-0,Bot 1,called_strike,
CU,77.8,103.4,Max Scherzer,Brian Anderson,357,2646,18.6,1,2019-04-20,0-1,Bot 1,hit_into_play_score,Brian Anderson doubles (3) on a sharp line drive to left fielder Juan Soto. Curtis Granderson scores.
FF,94.7,44.0,Max Scherzer,Brian Anderson,53,2505,11.4,6,2019-04-20,0-0,Bot 1,foul,
SL,86.5,,Max Scherzer,Martin Prado,,2365,,14,2019-04-20,2-2,Bot 1,swinging_strike,Martin Prado strikes out swinging.
CH,84.7,91.0,Max Scherzer,Martin Prado,287,1429,21.0,13,2019-04-20,2-2,Bot 1,foul,
FC,90.9,,Max Scherzer,Martin Prado,,2467,,12,2019-04-20,1-2,Bot 1,ball,
SL,86.6,,Max Scherzer,Martin Prado,,2494,,14,2019-04-20,0-2,Bot 1,blocked_ball,
FF,94.2,82.8,Max Scherzer,Martin Prado,260,2477,26.9,5,2019-04-20,0-1,Bot 1,foul,
FF,94.8,,Max Scherzer,Martin Prado,,2484,,11,2019-04-20,0-0,Bot 1,called_strike,
CH,86.9,80.2,Max Scherzer,Curtis Granderson,228,1443,19.9,4,2019-04-20,2-2,Bot 1,hit_into_play_no_out,Curtis Granderson singles on a line drive to left fielder Juan Soto.
FF,95.7,,Max Scherzer,Curtis Granderson,,2522,,3,2019-04-20,1-2,Bot 1,ball,
FC,91.1,,Max Scherzer,Curtis Granderson,,2727,,14,2019-04-20,0-2,Bot 1,ball,
FF,96.4,,Max Scherzer,Curtis Granderson,,2511,,13,2019-04-20,0-1,Bot 1,called_strike,
CU,78.7,,Max Scherzer,Curtis Granderson,,2785,,1,2019-04-20,0-0,Bot 1,called_strike,
SL,86.0,82.9,Max Scherzer,Francisco Cervelli,,,-20.7,14,2019-04-14,0-1,Top 8,hit_into_play,"Francisco Cervelli grounds out, pitcher Max Scherzer to first baseman Ryan Zimmerman."
FF,94.2,,Max Scherzer,Francisco Cervelli,,2529,,5,2019-04-14,0-0,Top 8,called_strike,
CH,81.4,98.7,Max Scherzer,Starling Marte,67,1403,3.1,8,2019-04-14,1-2,Top 8,hit_into_play,"Starling Marte grounds out, third baseman Anthony Rendon to first baseman Ryan Zimmerman. Adam Frazier to 3rd."
SL,84.6,,Max Scherzer,Starling Marte,,2440,,11,2019-04-14,0-2,Top 8,ball,
CH,82.5,,Max Scherzer,Starling Marte,,1405,,13,2019-04-14,0-1,Top 8,swinging_strike,
SL,84.0,,Max Scherzer,Starling Marte,,2317,,14,2019-04-14,0-0,Top 8,swinging_strike_blocked,
FF,93.8,93.8,Max Scherzer,Adam Frazier,254,2507,16.4,4,2019-04-14,1-0,Top 8,hit_into_play_no_out,Adam Frazier doubles (4) on a line drive to left fielder Juan Soto.
CH,83.8,,Max Scherzer,Adam Frazier,,1644,,11,2019-04-14,0-0,Top 8,ball,
CU,75.3,54.7,Max Scherzer,JB Shuck,1,2804,-58.8,13,2019-04-14,1-2,Top 8,hit_into_play,"JB Shuck grounds out softly, pitcher Max Scherzer to first baseman Ryan Zimmerman."
FF,94.3,85.0,Max Scherzer,JB Shuck,269,2485,44.3,11,2019-04-14,1-2,Top 8,foul,
CH,83.8,,Max Scherzer,JB Shuck,,1518,,13,2019-04-14,0-2,Top 8,ball,
FF,93.3,81.3,Max Scherzer,JB Shuck,267,2485,38.3,4,2019-04-14,0-1,Top 8,foul,
CU,76.5,,Max Scherzer,JB Shuck,,2837,,2,2019-04-14,0-0,Top 8,called_strike,
FF,95.1,93.0,Max Scherzer,Erik Gonzalez,3,2583,-39.4,4,2019-04-14,2-2,Top 7,hit_into_play,"Erik Gonzalez grounds out, second baseman Howie Kendrick to first baseman Ryan Zimmerman."
SL,83.6,90.5,Max Scherzer,Erik Gonzalez,305,2462,20.0,11,2019-04-14,2-2,Top 7,foul,
SL,86.7,,Max Scherzer,Erik Gonzalez,,2319,,14,2019-04-14,1-2,Top 7,ball,
CH,83.2,,Max Scherzer,Erik Gonzalez,,1477,,13,2019-04-14,0-2,Top 7,ball,
FF,93.6,,Max Scherzer,Erik Gonzalez,,2496,,1,2019-04-14,0-1,Top 7,foul_tip,
FF,93.6,85.1,Max Scherzer,Erik Gonzalez,264,2517,20.4,4,2019-04-14,0-0,Top 7,foul,
FF,94.7,,Max Scherzer,Jason Martin,,2499,,11,2019-04-14,0-2,Top 7,called_strike,Jason Martin called out on strikes.
CU,77.0,,Max Scherzer,Jason Martin,,2687,,4,2019-04-14,0-1,Top 7,called_strike,
FF,92.7,,Max Scherzer,Jason Martin,,2560,,4,2019-04-14,0-0,Top 7,foul,
CU,77.7,89.7,Max Scherzer,Melky Cabrera,4,2857,-20.6,13,2019-04-14,1-1,Top 7,hit_into_play,Melky Cabrera grounds out to first baseman Ryan Zimmerman.
FF,90.9,,Max Scherzer,Melky Cabrera,,2490,,12,2019-04-14,0-1,Top 7,ball,
SL,87.6,,Max Scherzer,Melky Cabrera,,2444,,12,2019-04-14,0-0,Top 7,called_strike,
FF,91.8,101.5,Max Scherzer,Colin Moran,349,2369,41.9,8,2019-04-14,1-0,Top 6,hit_into_play,Colin Moran flies out sharply to center fielder Michael A. Taylor.
CH,83.1,,Max Scherzer,Colin Moran,,1394,,13,2019-04-14,0-0,Top 6,ball,
FF,94.4,,Max Scherzer,Josh Bell,,2508,,13,2019-04-14,2-2,Top 6,called_strike,Josh Bell called out on strikes.
